"Title","Year","DOI","Link","ISSN","ISBN","CODEN"
"A Federated Deep Learning Empowered Resource Management Method to Optimize 5G and 6G Quality of Services (QoS)","2022","10.1155/2022/1352985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128237330&doi=10.1155%2f2022%2f1352985&partnerID=40&md5=21e2d34657b3f689e8de56a7f29ebbdd","15308669","",""
"AI-Driven Aeronautical Ad Hoc Networks for 6G Wireless: Challenges, Opportunities, and the Road Ahead","2022","10.3390/s22103731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129796352&doi=10.3390%2fs22103731&partnerID=40&md5=b3727077a980f51bbf8b96e6fb5e8a10","14248220","",""
"Reinforcement Learning-Empowered Mobile Edge Computing for 6G Edge Intelligence","2022","10.1109/ACCESS.2022.3183647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132730469&doi=10.1109%2fACCESS.2022.3183647&partnerID=40&md5=a82b2787966960efb4f79a477a86b730","21693536","",""
"BlockCRN-IoCV: Secure Spectrum Access and Beamforming for Defense Against Attacks in mmWave Massive MIMO CRN in 6G Internet of Connected Vehicles","2022","10.1109/ACCESS.2022.3187745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133791513&doi=10.1109%2fACCESS.2022.3187745&partnerID=40&md5=33b5d57688d10a3b5db8c57b58c6d14e","21693536","",""
"Collaborative Machine Learning for Energy-Efficient Edge Networks in 6G","2021","10.1109/MNET.100.2100313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124142355&doi=10.1109%2fMNET.100.2100313&partnerID=40&md5=2b96dd20a6cf3041aed807d07f23d204","08908044","","IENEE"
"Level of Trust and Privacy Management in 6G Intent-based Networks for Vertical Scenarios","2022","10.1109/6GNet54646.2022.9830323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136124302&doi=10.1109%2f6GNet54646.2022.9830323&partnerID=40&md5=28d3e70221852a6d7e13d48838fb115a","","978-166546763-6",""
"Resource Allocation and Task Off-Loading for 6G Enabled Smart Edge Environments","2022","10.1109/ACCESS.2022.3203711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137547571&doi=10.1109%2fACCESS.2022.3203711&partnerID=40&md5=d717858ce2ee9ae99c055670b58f8c61","21693536","",""
"Intelligent O-RAN for Beyond 5G and 6G Wireless Networks","2022","10.1109/GCWkshps56602.2022.10008676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146878758&doi=10.1109%2fGCWkshps56602.2022.10008676&partnerID=40&md5=e770877fa824071a74f4feb6bccd0507","","978-166545975-4",""
"Energy-efficient resource allocation strategy in massive iot for industrial 6G applications","2021","10.1109/JIOT.2020.3035608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098757956&doi=10.1109%2fJIOT.2020.3035608&partnerID=40&md5=e040c8860dae06f334ad9e709664cf8f","23274662","",""
"AI in 6G: Energy-Efficient Distributed Machine Learning for Multilayer Heterogeneous Networks","2022","10.1109/MNET.104.2100422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135741085&doi=10.1109%2fMNET.104.2100422&partnerID=40&md5=2cd9b853a0677e329f585ce8771933a4","08908044","","IENEE"
"PRS-P2P: A Prosumer Recommender System for Secure P2P Energy Trading using Q-Learning towards 6G","2021","10.1109/ICCWorkshops50388.2021.9473888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112790645&doi=10.1109%2fICCWorkshops50388.2021.9473888&partnerID=40&md5=48992e5c0c008f7314e5ed8e1ab14707","","978-172819441-7",""
"Towards artificial intelligence enabled 6G: State of the art, challenges, and opportunities","2020","10.1016/j.comnet.2020.107556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093941078&doi=10.1016%2fj.comnet.2020.107556&partnerID=40&md5=601c3c2c8b641d93b68c9e5225fc0368","13891286","","CNETD"
"Smart stochastic routing for 6G-enabled massive Internet of Things","2021","10.1016/j.comcom.2021.09.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116592901&doi=10.1016%2fj.comcom.2021.09.015&partnerID=40&md5=626869a68f978204adb99d8ea1dc0981","01403664","","COCOD"
